Título,Entidad,Ubicación,Convocatoria,Vacantes,Remuneración,Fecha Inicio,Fecha Fin,Departamento,,UNICOS
TECNICO ESPECIALIZADO,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 2,988.40",13/04/2026,24/04/2026,0,,
TECNICO/ A EN ENFERMERIA II,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 2,955.40",13/04/2026,24/04/2026,0,,
TECNICO/ A EN NUTRICION I,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,2,"S/. 2,975.40",13/04/2026,24/04/2026,0,,
TECNICO/ A ESPECIALIDO,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 3,128.40",13/04/2026,24/04/2026,0,,
TECNICO/A  ASISTENCIAL,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 3,057.40",13/04/2026,24/04/2026,0,,
TECNICO/A ASISTENCIAL,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,2,"S/. 2,955.40",13/04/2026,24/04/2026,0,,
TECNICO/A EN ENFERMERIA I,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 3,057.40",13/04/2026,24/04/2026,0,,
TECNICO/A EN ENFERMERIA II,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 2,955.40",13/04/2026,24/04/2026,0,,
TECNICO/A EN ENFERMERIA II,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 3,057.44",13/04/2026,24/04/2026,0,,
TRABAJADORA SOCIAL,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 5,342.40",13/04/2026,24/04/2026,0,,
TECNICO/A EN ENFERMERIA II,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 2,955.44",13/04/2026,24/04/2026,0,,
TÉCNICO/A EN LABORATORIO I,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 2,797.40",13/04/2026,24/04/2026,0,,
TÉCNICO/A EN ENFERMERÍA II,HOSPITAL REGIONAL HERMILIO VALDIZAN,HUANUCO - HUANUCO,276-001,1,"S/. 3,057.40",13/04/2026,24/04/2026,0,,
PROFESIONAL II - POR SUPLENCIA,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,276-024,1,"S/. 2,976.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) AUXILIAR ACADÉMICO PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN ICA - PLAZO DETERMINADO (009132),MINISTERIO DE EDUCACION,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-573,1,"S/. 2,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) PSICOLOGO PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN ICA - PLAZO DETERMINADO (009117),MINISTERIO DE EDUCACION,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-610,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE BIOLOGÍA Y QUÍMICA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN JUNÍN - SUPLENCIA TEMPORAL (004899),MINISTERIO DE EDUCACION,JUNIN - CHONGOS BAJO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-585,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE COMUNICACIÓN Y LITERATURA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN JUNIN - PLAZO DETERMINADO (002976),MINISTERIO DE EDUCACION,JUNIN - CHONGOS BAJO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-591,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE INGLÉS PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN JUNIN - PLAZO DETERMINADO (006763),MINISTERIO DE EDUCACION,JUNIN - CHONGOS BAJO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-599,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
SECRETARIO/A JUDICIAL,PODER JUDICIAL,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 4,750.00",13/04/2026,24/04/2026,0,,
ANALISTA DE LA OFICINA DE TECNOLOGÍAS DE LA INFORMACIÓN,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 3,864.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN CONTABILIDAD DE LA UNIDAD DE TESORERÍA Y CONTABILIDAD,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 4,364.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN PLANEAMIENTO DE LA OFICINA DE PLANEAMIENTO Y PRESUPUESTO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 3,614.19",13/04/2026,24/04/2026,0,,
ANALISTA DE LA OFICINA DE PLANEAMIENTO Y PRESUPUESTO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,864.19",13/04/2026,24/04/2026,0,,
ASISTENTE EN LA ESCUELA DE INGENIERÍA AMBIENTAL,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,864.19",13/04/2026,24/04/2026,0,,
ASISTENTE EN LA UNIDAD DE SERVICIOS GENERALES,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
ASISTENTE DE INFORMÁTICA,PODER JUDICIAL,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 2,772.00",13/04/2026,24/04/2026,0,,
CONTROL PREVIO EN LA UNIDAD DE TESORERÍA Y CONTABILIDAD,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,364.19",13/04/2026,24/04/2026,0,,
ENCARGADO DE ALMACEN,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
ENFERMERO PARA LA DIRECCIÓN DE BIENESTAR UNIVERSITARIO - MAZAMARI,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,864.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN LA UNIDAD DE ABASTECIMIENTO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,364.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN MODERNIZACIÓN DE LA OFICINA DE PLANEAMIENTO Y PRESUPUESTO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,364.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN RECURSOS HUMANOS,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 4,364.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN TESORERÍA,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
JEFE DE LA OFICINA DE COOPERACIÓN Y RELACIONES INTERNACIONALES,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 5,564.19",13/04/2026,24/04/2026,0,,
LABORATORIO DE INGENIERÍA AMBIENTAL,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,864.19",13/04/2026,24/04/2026,0,,
RESPONSABLE DE MESA DE PARTES  Y ATENCION AL USUARIO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,864.19",13/04/2026,24/04/2026,0,,
RESPONSABLE DE SEGUIMIENTO AL EGRESADO E INSERCÍON LABORAL,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
SECRETARIO EN LA ESCUELA DE INGENIERÍA CIVIL,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,864.19",13/04/2026,24/04/2026,0,,
ABOGADO REGISTRAL,ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
RESPONSABLE DE OPMI,MUNICIPALIDAD DISTRITAL DE MARMOT,LA LIBERTAD - MARMOT,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,000.00",13/04/2026,24/04/2026,0,,
SECRETARIA(O) DE ALCALDIA,MUNICIPALIDAD DISTRITAL DE MARMOT,LA LIBERTAD - MARMOT,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,800.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) ASISTENTE MONITOR DE RESIDENCIA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN LA LIBERTAD - PLAZO DETERMINADO (009147),MINISTERIO DE EDUCACION,LA LIBERTAD - VIRU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-607,1,"S/. 2,500.00",13/04/2026,24/04/2026,0,,
JEFE DE RECURSOS HUMANOS,UNIDAD DE GESTION EDUCATIVA LOCAL CELENDIN,CAJAMARCA - CELENDIN,D.LEG 1057 - DETERMINADO (SUPLENCIA)-4,1,"S/. 3,064.19",13/04/2026,24/04/2026,0,,
UN (1) GESTOR LOCAL PARA LA UNIDAD TERRITORIAL  CAJAMARCA - SUPLENCIA,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-110,1,"S/. 2,000.00",13/04/2026,24/04/2026,0,,
COORDINADOR/A EN DESARROLLO PORTUARIO 3,AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-08,1,"S/. 11,000.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN PLANEAMIENTO PORTUARIO 2,AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-07,1,"S/. 9,000.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN MODERNIZACIÓN,IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-023,1,"S/. 5,000.00",13/04/2026,24/04/2026,0,,
ASISTENTE DE ATENCIÓN AL PÚBLICO (ASISTENTE ADMINISTRATIVO II),UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 3,850.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA JUDICIAL DE AUDIENCIA,UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 3,850.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA JUDICIAL DE JUZGADO,UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 3,850.00",13/04/2026,24/04/2026,0,,
EXPERTO EN SINIESTROS ACUÁTICOS,MARINA DE GUERRA DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,964.19",13/04/2026,24/04/2026,0,,
ASISTENTE ADMINISTRATIVO I,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - URUBAMBA,276-2,1,"S/. 3,595.00",13/04/2026,24/04/2026,0,,
AUXILIAR,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - URUBAMBA,276-2,1,"S/. 3,314.00",13/04/2026,24/04/2026,0,,
TÉCNICO AGRARIO II,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - URCOS,276-2,1,"S/. 3,357.00",13/04/2026,24/04/2026,0,,
TÉCNICO AGRARIO III,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - URCOS,276-2,1,"S/. 3,357.00",13/04/2026,24/04/2026,0,,
INGENIERO EN CIENCIAS AGRARIAS IV,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - SANTA ANA,276-2,1,"S/. 3,623.00",13/04/2026,24/04/2026,0,,
JEFE DE LA UNIDAD DE GESTION DE RIESGOS,MUNICIPIO DISTRITAL DE QUINOTA,CUSCO - QUIÑOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 3,500.00",13/04/2026,24/04/2026,0,,
JEFE DE UNIDAD DE SEGURIDAD CIUDADANA,MUNICIPIO DISTRITAL DE QUINOTA,CUSCO - QUIÑOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,800.00",13/04/2026,24/04/2026,0,,
COORDINADOR DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,CUSCO - SICUANI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,1,"S/. 1,714.19",13/04/2026,24/04/2026,0,,
PERSONAL DE VIGILANCIA EN LA INSTITUCIÓN EDUCATIVA EMANCIPACIÓN AMERICANA DE TINTA,UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,CUSCO - SICUANI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,1,"S/. 1,514.19",13/04/2026,24/04/2026,0,,
TUTOR DEL PROGRAMA DE INTERVENCIÓN TEMPRANA EN EL PRITE – PITUMARCA,UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,CUSCO - SICUANI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,1,"S/. 3,064.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA CONTABLE,MUNICIPALIDAD DISTRITAL DE CHECCA,CUSCO - CHECCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,000.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN PLANILLAS Y REMUNERACIONES,MUNICIPALIDAD DISTRITAL DE CHECCA,CUSCO - CHECCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,000.00",13/04/2026,24/04/2026,0,,
JEFE DE LA OFICINA SECRETARIA GENERAL,MUNICIPALIDAD DISTRITAL DE CHECCA,CUSCO - CHECCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 4,000.00",13/04/2026,24/04/2026,0,,
JEFE DE OFICINA DE PROGRAMACIÓN MULTIANUAL DE INVERSIONES - OPMI,MUNICIPALIDAD DISTRITAL DE CHECCA,CUSCO - CHECCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,800.00",13/04/2026,24/04/2026,0,,
ASISTENTE ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",13/04/2026,24/04/2026,0,,
ASISTENTE ADMINISTRATIVO - TESORERÍA,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,200.00",13/04/2026,24/04/2026,0,,
"ESPECIALISTA DE LA UNIDAD FUNCIONAL DE LA DEFENSORÍA MUNICIPAL DE NIÑAS, NIÑOS Y ADOLESCENTES (DEMUNA)",MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,700.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA DE LA UNIDAD FUNCIONAL DE RECAUDACIÓN TRIBUTARIA (RENTAS),MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,600.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA DE LA UNIDAD FUNCIONAL DEL PROGRAMA DE VASO DE LECHE,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,300.00",13/04/2026,24/04/2026,0,,
PERSONAL DE APOYO ADMINISTRATIVO I - ULE,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,800.00",13/04/2026,24/04/2026,0,,
PERSONAL DE APOYO ADMINISTRATIVO II - ALMACÉN CENTRAL,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",13/04/2026,24/04/2026,0,,
PERSONAL DE APOYO ADMINISTRATIVO II - SISFOH,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,000.00",13/04/2026,24/04/2026,0,,
RESPONSABLE DE LA SUB UNIDAD FUNCIONAL DE TRAMITE DOCUMENTARIO,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO - SAN SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,000.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIO DE UN(A) DOCENTE PARA LA ENSEÑANZA DE ASIGNATURA DE TEORÍA DEL CONOCIMIENTO PARA EL COLEGIO DE ALTO RENDIMIENTO DE REGIÓN CUSCO - SUPLENCIA TEMPORAL (005206),MINISTERIO DE EDUCACION,CUSCO - PUCYURA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-603,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE EDUCACIÓN ARTÍSTICA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN CUSCO - SUPLENCIA TEMPORAL (001729),MINISTERIO DE EDUCACION,CUSCO - PUCYURA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-594,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) PROFESIONAL PARA LA DIRECCIÓN ACADÉMICA DEL COLEGIO DE ALTO DE RENDIMIENTO DE LA REGIÓN CUSCO - SUPLENCIA TEMPORAL (005944),MINISTERIO DE EDUCACION,CUSCO - PUCYURA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-578,1,"S/. 6,500.00",13/04/2026,24/04/2026,0,,
ASISTENTE ADMINISTRATIVO I,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - ACOMAYO,276-2,1,"S/. 3,595.00",13/04/2026,24/04/2026,0,,
TECNICO AGRARIO III,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - ACOMAYO,276-2,1,"S/. 3,357.00",13/04/2026,24/04/2026,0,,
ANALISTA EN GESTION DE RECURSOS HUMANOS,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
ESPECIALISTA EN INFORMATICA Y SISTEMAS,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,964.19",13/04/2026,24/04/2026,0,,
TECNICO ADMINISTRATIVO,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,364.19",13/04/2026,24/04/2026,0,,
PROFESIONAL COORDINADOR DE RECURSOS HIDRICOS,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,364.19",13/04/2026,24/04/2026,0,,
ASISTENTE ADMINISTRATIVO  I,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,276-2,1,"S/. 3,595.00",13/04/2026,24/04/2026,0,,
ESPECIALISTA ADMINISTRATIVO IV,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,276-2,1,"S/. 3,651.00",13/04/2026,24/04/2026,0,,
SECRETARIO/A III,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,276-2,1,"S/. 3,357.00",13/04/2026,24/04/2026,0,,
TÉCNICO ADMINISTRATIVO I,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - WANCHAQ,276-2,1,"S/. 3,357.00",13/04/2026,24/04/2026,0,,
MECÁNICO III,DIRECCION REGIONAL DE AGRICULTURA CUSCO,CUSCO - SAN SEBASTIAN,276-2,1,"S/. 3,357.00",13/04/2026,24/04/2026,0,,
UN (1) GESTOR LOCAL PARA LA UNIDAD TERRITORIAL CUSCO,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-115,1,"S/. 2,000.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE BIOLOGÍA Y QUÍMICA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN HUANCAVELICA - PLAZO DETERMINADO (002870),MINISTERIO DE EDUCACION,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-584,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE COMUNICACIÓN Y LITERATURA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN HUANCAVELICA - PLAZO DETERMINADO (008378),MINISTERIO DE EDUCACION,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-592,1,"S/. 4,500.00",13/04/2026,24/04/2026,0,,
OBSTETRA,GERENCIA SUB REGIONAL HUAYTARA,HUANCAVELICA - PILPICHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,664.19",13/04/2026,24/04/2026,0,,
ENFERMERA,GERENCIA SUB REGIONAL HUAYTARA,HUANCAVELICA - PILPICHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,964.19",13/04/2026,24/04/2026,0,,
PSICOLOGO/A,GERENCIA SUB REGIONAL HUAYTARA,HUANCAVELICA - PILPICHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,664.19",13/04/2026,24/04/2026,0,,
